,id,n_estimatores,learning_rate,max_depth,subsample,colsample_bytee,colsample_bynode,min_child_weight,runned,MAE,MAPE,RMSE,DATE
323,324,800,0.05,3,1.0,1.0,1.0,5,1,2010.59 +/- 314.28,0.27 +/- 0.01,2910.53 +/- 448.16,2022-01-27 04:50:20
324,325,800,0.05,6,0.5,0.5,0.5,1,0,empty,empty,empty,empty
325,326,800,0.05,6,0.5,0.5,0.5,3,0,empty,empty,empty,empty
326,327,800,0.05,6,0.5,0.5,0.5,5,1,1803.95 +/- 265.39,0.24 +/- 0.01,2618.09 +/- 376.81,2022-01-28 11:35:47
327,328,800,0.05,6,0.5,0.5,0.75,1,0,empty,empty,empty,empty
328,329,800,0.05,6,0.5,0.5,0.75,3,0,empty,empty,empty,empty
329,330,800,0.05,6,0.5,0.5,0.75,5,0,empty,empty,empty,empty
330,331,800,0.05,6,0.5,0.5,1.0,1,0,empty,empty,empty,empty
331,332,800,0.05,6,0.5,0.5,1.0,3,0,empty,empty,empty,empty
332,333,800,0.05,6,0.5,0.5,1.0,5,0,empty,empty,empty,empty
333,334,800,0.05,6,0.5,0.75,0.5,1,0,empty,empty,empty,empty
334,335,800,0.05,6,0.5,0.75,0.5,3,0,empty,empty,empty,empty
335,336,800,0.05,6,0.5,0.75,0.5,5,1,1803.95 +/- 265.39,0.24 +/- 0.01,2618.09 +/- 376.81,2022-01-27 11:49:24
336,337,800,0.05,6,0.5,0.75,0.75,1,0,empty,empty,empty,empty
337,338,800,0.05,6,0.5,0.75,0.75,3,0,empty,empty,empty,empty
338,339,800,0.05,6,0.5,0.75,0.75,5,0,empty,empty,empty,empty
339,340,800,0.05,6,0.5,0.75,1.0,1,0,empty,empty,empty,empty
340,341,800,0.05,6,0.5,0.75,1.0,3,0,empty,empty,empty,empty
341,342,800,0.05,6,0.5,0.75,1.0,5,0,empty,empty,empty,empty
342,343,800,0.05,6,0.5,1.0,0.5,1,0,empty,empty,empty,empty
343,344,800,0.05,6,0.5,1.0,0.5,3,0,empty,empty,empty,empty
344,345,800,0.05,6,0.5,1.0,0.5,5,0,empty,empty,empty,empty
345,346,800,0.05,6,0.5,1.0,0.75,1,0,empty,empty,empty,empty
346,347,800,0.05,6,0.5,1.0,0.75,3,0,empty,empty,empty,empty
347,348,800,0.05,6,0.5,1.0,0.75,5,0,empty,empty,empty,empty
348,349,800,0.05,6,0.5,1.0,1.0,1,0,empty,empty,empty,empty
349,350,800,0.05,6,0.5,1.0,1.0,3,0,empty,empty,empty,empty
350,351,800,0.05,6,0.5,1.0,1.0,5,0,empty,empty,empty,empty
351,352,800,0.05,6,0.75,0.5,0.5,1,0,empty,empty,empty,empty
352,353,800,0.05,6,0.75,0.5,0.5,3,0,empty,empty,empty,empty
353,354,800,0.05,6,0.75,0.5,0.5,5,0,empty,empty,empty,empty
354,355,800,0.05,6,0.75,0.5,0.75,1,0,empty,empty,empty,empty
355,356,800,0.05,6,0.75,0.5,0.75,3,0,empty,empty,empty,empty
356,357,800,0.05,6,0.75,0.5,0.75,5,0,empty,empty,empty,empty
357,358,800,0.05,6,0.75,0.5,1.0,1,0,empty,empty,empty,empty
358,359,800,0.05,6,0.75,0.5,1.0,3,0,empty,empty,empty,empty
359,360,800,0.05,6,0.75,0.5,1.0,5,0,empty,empty,empty,empty
360,361,800,0.05,6,0.75,0.75,0.5,1,0,empty,empty,empty,empty
361,362,800,0.05,6,0.75,0.75,0.5,3,0,empty,empty,empty,empty
362,363,800,0.05,6,0.75,0.75,0.5,5,0,empty,empty,empty,empty
363,364,800,0.05,6,0.75,0.75,0.75,1,0,empty,empty,empty,empty
364,365,800,0.05,6,0.75,0.75,0.75,3,0,empty,empty,empty,empty
365,366,800,0.05,6,0.75,0.75,0.75,5,0,empty,empty,empty,empty
366,367,800,0.05,6,0.75,0.75,1.0,1,0,empty,empty,empty,empty
367,368,800,0.05,6,0.75,0.75,1.0,3,0,empty,empty,empty,empty
368,369,800,0.05,6,0.75,0.75,1.0,5,0,empty,empty,empty,empty
369,370,800,0.05,6,0.75,1.0,0.5,1,0,empty,empty,empty,empty
370,371,800,0.05,6,0.75,1.0,0.5,3,0,empty,empty,empty,empty
371,372,800,0.05,6,0.75,1.0,0.5,5,0,empty,empty,empty,empty
372,373,800,0.05,6,0.75,1.0,0.75,1,1,1791.6 +/- 265.24,0.24 +/- 0.01,2601.79 +/- 373.51,2022-01-27 02:59:24
373,374,800,0.05,6,0.75,1.0,0.75,3,0,empty,empty,empty,empty
374,375,800,0.05,6,0.75,1.0,0.75,5,0,empty,empty,empty,empty
375,376,800,0.05,6,0.75,1.0,1.0,1,0,empty,empty,empty,empty
376,377,800,0.05,6,0.75,1.0,1.0,3,0,empty,empty,empty,empty
377,378,800,0.05,6,0.75,1.0,1.0,5,0,empty,empty,empty,empty
378,379,800,0.05,6,1.0,0.5,0.5,1,0,empty,empty,empty,empty
379,380,800,0.05,6,1.0,0.5,0.5,3,0,empty,empty,empty,empty
380,381,800,0.05,6,1.0,0.5,0.5,5,0,empty,empty,empty,empty
381,382,800,0.05,6,1.0,0.5,0.75,1,0,empty,empty,empty,empty
382,383,800,0.05,6,1.0,0.5,0.75,3,1,1794.48 +/- 260.25,0.24 +/- 0.01,2604.6 +/- 363.48,2022-01-26 18:52:35
383,384,800,0.05,6,1.0,0.5,0.75,5,0,empty,empty,empty,empty
384,385,800,0.05,6,1.0,0.5,1.0,1,0,empty,empty,empty,empty
385,386,800,0.05,6,1.0,0.5,1.0,3,0,empty,empty,empty,empty
386,387,800,0.05,6,1.0,0.5,1.0,5,0,empty,empty,empty,empty
387,388,800,0.05,6,1.0,0.75,0.5,1,0,empty,empty,empty,empty
388,389,800,0.05,6,1.0,0.75,0.5,3,0,empty,empty,empty,empty
389,390,800,0.05,6,1.0,0.75,0.5,5,0,empty,empty,empty,empty
390,391,800,0.05,6,1.0,0.75,0.75,1,0,empty,empty,empty,empty
391,392,800,0.05,6,1.0,0.75,0.75,3,0,empty,empty,empty,empty
392,393,800,0.05,6,1.0,0.75,0.75,5,0,empty,empty,empty,empty
393,394,800,0.05,6,1.0,0.75,1.0,1,0,empty,empty,empty,empty
394,395,800,0.05,6,1.0,0.75,1.0,3,0,empty,empty,empty,empty
395,396,800,0.05,6,1.0,0.75,1.0,5,0,empty,empty,empty,empty
396,397,800,0.05,6,1.0,1.0,0.5,1,0,empty,empty,empty,empty
397,398,800,0.05,6,1.0,1.0,0.5,3,0,empty,empty,empty,empty
398,399,800,0.05,6,1.0,1.0,0.5,5,0,empty,empty,empty,empty
399,400,800,0.05,6,1.0,1.0,0.75,1,0,empty,empty,empty,empty
400,401,800,0.05,6,1.0,1.0,0.75,3,0,empty,empty,empty,empty
401,402,800,0.05,6,1.0,1.0,0.75,5,0,empty,empty,empty,empty
402,403,800,0.05,6,1.0,1.0,1.0,1,0,empty,empty,empty,empty
403,404,800,0.05,6,1.0,1.0,1.0,3,0,empty,empty,empty,empty
404,405,800,0.05,6,1.0,1.0,1.0,5,0,empty,empty,empty,empty
405,406,800,0.05,9,0.5,0.5,0.5,1,0,empty,empty,empty,empty
406,407,800,0.05,9,0.5,0.5,0.5,3,0,empty,empty,empty,empty
407,408,800,0.05,9,0.5,0.5,0.5,5,0,empty,empty,empty,empty
408,409,800,0.05,9,0.5,0.5,0.75,1,0,empty,empty,empty,empty
409,410,800,0.05,9,0.5,0.5,0.75,3,0,empty,empty,empty,empty
410,411,800,0.05,9,0.5,0.5,0.75,5,0,empty,empty,empty,empty
411,412,800,0.05,9,0.5,0.5,1.0,1,0,empty,empty,empty,empty
412,413,800,0.05,9,0.5,0.5,1.0,3,0,empty,empty,empty,empty
413,414,800,0.05,9,0.5,0.5,1.0,5,0,empty,empty,empty,empty
414,415,800,0.05,9,0.5,0.75,0.5,1,0,empty,empty,empty,empty
415,416,800,0.05,9,0.5,0.75,0.5,3,0,empty,empty,empty,empty
416,417,800,0.05,9,0.5,0.75,0.5,5,0,empty,empty,empty,empty
417,418,800,0.05,9,0.5,0.75,0.75,1,0,empty,empty,empty,empty
418,419,800,0.05,9,0.5,0.75,0.75,3,0,empty,empty,empty,empty
419,420,800,0.05,9,0.5,0.75,0.75,5,0,empty,empty,empty,empty
420,421,800,0.05,9,0.5,0.75,1.0,1,0,empty,empty,empty,empty
421,422,800,0.05,9,0.5,0.75,1.0,3,0,empty,empty,empty,empty
422,423,800,0.05,9,0.5,0.75,1.0,5,0,empty,empty,empty,empty
423,424,800,0.05,9,0.5,1.0,0.5,1,0,empty,empty,empty,empty
424,425,800,0.05,9,0.5,1.0,0.5,3,0,empty,empty,empty,empty
425,426,800,0.05,9,0.5,1.0,0.5,5,0,empty,empty,empty,empty
426,427,800,0.05,9,0.5,1.0,0.75,1,0,empty,empty,empty,empty
427,428,800,0.05,9,0.5,1.0,0.75,3,0,empty,empty,empty,empty
428,429,800,0.05,9,0.5,1.0,0.75,5,1,1516.5 +/- 254.62,0.2 +/- 0.01,2212.11 +/- 364.19,2022-01-27 20:02:31
429,430,800,0.05,9,0.5,1.0,1.0,1,0,empty,empty,empty,empty
430,431,800,0.05,9,0.5,1.0,1.0,3,0,empty,empty,empty,empty
431,432,800,0.05,9,0.5,1.0,1.0,5,0,empty,empty,empty,empty
432,433,800,0.05,9,0.75,0.5,0.5,1,0,empty,empty,empty,empty
433,434,800,0.05,9,0.75,0.5,0.5,3,0,empty,empty,empty,empty
434,435,800,0.05,9,0.75,0.5,0.5,5,0,empty,empty,empty,empty
435,436,800,0.05,9,0.75,0.5,0.75,1,0,empty,empty,empty,empty
436,437,800,0.05,9,0.75,0.5,0.75,3,0,empty,empty,empty,empty
437,438,800,0.05,9,0.75,0.5,0.75,5,0,empty,empty,empty,empty
438,439,800,0.05,9,0.75,0.5,1.0,1,0,empty,empty,empty,empty
439,440,800,0.05,9,0.75,0.5,1.0,3,0,empty,empty,empty,empty
440,441,800,0.05,9,0.75,0.5,1.0,5,0,empty,empty,empty,empty
441,442,800,0.05,9,0.75,0.75,0.5,1,0,empty,empty,empty,empty
442,443,800,0.05,9,0.75,0.75,0.5,3,0,empty,empty,empty,empty
443,444,800,0.05,9,0.75,0.75,0.5,5,0,empty,empty,empty,empty
444,445,800,0.05,9,0.75,0.75,0.75,1,0,empty,empty,empty,empty
445,446,800,0.05,9,0.75,0.75,0.75,3,0,empty,empty,empty,empty
446,447,800,0.05,9,0.75,0.75,0.75,5,0,empty,empty,empty,empty
447,448,800,0.05,9,0.75,0.75,1.0,1,0,empty,empty,empty,empty
448,449,800,0.05,9,0.75,0.75,1.0,3,0,empty,empty,empty,empty
449,450,800,0.05,9,0.75,0.75,1.0,5,0,empty,empty,empty,empty
450,451,800,0.05,9,0.75,1.0,0.5,1,0,empty,empty,empty,empty
451,452,800,0.05,9,0.75,1.0,0.5,3,0,empty,empty,empty,empty
452,453,800,0.05,9,0.75,1.0,0.5,5,0,empty,empty,empty,empty
453,454,800,0.05,9,0.75,1.0,0.75,1,0,empty,empty,empty,empty
454,455,800,0.05,9,0.75,1.0,0.75,3,0,empty,empty,empty,empty
455,456,800,0.05,9,0.75,1.0,0.75,5,1,1520.98 +/- 248.42,0.2 +/- 0.02,2217.95 +/- 354.77,2022-01-27 03:14:55
456,457,800,0.05,9,0.75,1.0,1.0,1,0,empty,empty,empty,empty
457,458,800,0.05,9,0.75,1.0,1.0,3,0,empty,empty,empty,empty
458,459,800,0.05,9,0.75,1.0,1.0,5,0,empty,empty,empty,empty
459,460,800,0.05,9,1.0,0.5,0.5,1,0,empty,empty,empty,empty
460,461,800,0.05,9,1.0,0.5,0.5,3,0,empty,empty,empty,empty
461,462,800,0.05,9,1.0,0.5,0.5,5,0,empty,empty,empty,empty
462,463,800,0.05,9,1.0,0.5,0.75,1,0,empty,empty,empty,empty
463,464,800,0.05,9,1.0,0.5,0.75,3,0,empty,empty,empty,empty
464,465,800,0.05,9,1.0,0.5,0.75,5,0,empty,empty,empty,empty
465,466,800,0.05,9,1.0,0.5,1.0,1,0,empty,empty,empty,empty
466,467,800,0.05,9,1.0,0.5,1.0,3,0,empty,empty,empty,empty
467,468,800,0.05,9,1.0,0.5,1.0,5,0,empty,empty,empty,empty
468,469,800,0.05,9,1.0,0.75,0.5,1,0,empty,empty,empty,empty
469,470,800,0.05,9,1.0,0.75,0.5,3,0,empty,empty,empty,empty
470,471,800,0.05,9,1.0,0.75,0.5,5,0,empty,empty,empty,empty
471,472,800,0.05,9,1.0,0.75,0.75,1,1,1524.08 +/- 235.72,0.2 +/- 0.01,2220.36 +/- 340.29,2022-01-27 07:43:30
472,473,800,0.05,9,1.0,0.75,0.75,3,0,empty,empty,empty,empty
473,474,800,0.05,9,1.0,0.75,0.75,5,0,empty,empty,empty,empty
474,475,800,0.05,9,1.0,0.75,1.0,1,0,empty,empty,empty,empty
475,476,800,0.05,9,1.0,0.75,1.0,3,0,empty,empty,empty,empty
476,477,800,0.05,9,1.0,0.75,1.0,5,0,empty,empty,empty,empty
477,478,800,0.05,9,1.0,1.0,0.5,1,0,empty,empty,empty,empty
478,479,800,0.05,9,1.0,1.0,0.5,3,0,empty,empty,empty,empty
479,480,800,0.05,9,1.0,1.0,0.5,5,0,empty,empty,empty,empty
480,481,800,0.05,9,1.0,1.0,0.75,1,0,empty,empty,empty,empty
481,482,800,0.05,9,1.0,1.0,0.75,3,0,empty,empty,empty,empty
482,483,800,0.05,9,1.0,1.0,0.75,5,0,empty,empty,empty,empty
483,484,800,0.05,9,1.0,1.0,1.0,1,0,empty,empty,empty,empty
484,485,800,0.05,9,1.0,1.0,1.0,3,0,empty,empty,empty,empty
485,486,800,0.05,9,1.0,1.0,1.0,5,0,empty,empty,empty,empty
486,487,800,0.08,3,0.5,0.5,0.5,1,0,empty,empty,empty,empty
487,488,800,0.08,3,0.5,0.5,0.5,3,0,empty,empty,empty,empty
488,489,800,0.08,3,0.5,0.5,0.5,5,0,empty,empty,empty,empty
489,490,800,0.08,3,0.5,0.5,0.75,1,1,1894.75 +/- 261.18,0.27 +/- 0.01,2718.16 +/- 371.75,2022-01-27 17:21:04
490,491,800,0.08,3,0.5,0.5,0.75,3,0,empty,empty,empty,empty
491,492,800,0.08,3,0.5,0.5,0.75,5,0,empty,empty,empty,empty
492,493,800,0.08,3,0.5,0.5,1.0,1,0,empty,empty,empty,empty
493,494,800,0.08,3,0.5,0.5,1.0,3,0,empty,empty,empty,empty
494,495,800,0.08,3,0.5,0.5,1.0,5,0,empty,empty,empty,empty
495,496,800,0.08,3,0.5,0.75,0.5,1,1,1905.34 +/- 268.04,0.27 +/- 0.01,2732.66 +/- 378.22,2022-01-27 09:11:40
496,497,800,0.08,3,0.5,0.75,0.5,3,0,empty,empty,empty,empty
497,498,800,0.08,3,0.5,0.75,0.5,5,0,empty,empty,empty,empty
498,499,800,0.08,3,0.5,0.75,0.75,1,0,empty,empty,empty,empty
499,500,800,0.08,3,0.5,0.75,0.75,3,0,empty,empty,empty,empty
500,501,800,0.08,3,0.5,0.75,0.75,5,0,empty,empty,empty,empty
501,502,800,0.08,3,0.5,0.75,1.0,1,0,empty,empty,empty,empty
502,503,800,0.08,3,0.5,0.75,1.0,3,0,empty,empty,empty,empty
503,504,800,0.08,3,0.5,0.75,1.0,5,0,empty,empty,empty,empty
504,505,800,0.08,3,0.5,1.0,0.5,1,0,empty,empty,empty,empty
505,506,800,0.08,3,0.5,1.0,0.5,3,0,empty,empty,empty,empty
506,507,800,0.08,3,0.5,1.0,0.5,5,0,empty,empty,empty,empty
507,508,800,0.08,3,0.5,1.0,0.75,1,0,empty,empty,empty,empty
508,509,800,0.08,3,0.5,1.0,0.75,3,1,1894.75 +/- 261.18,0.27 +/- 0.01,2718.16 +/- 371.75,2022-01-26 19:47:19
509,510,800,0.08,3,0.5,1.0,0.75,5,0,empty,empty,empty,empty
510,511,800,0.08,3,0.5,1.0,1.0,1,0,empty,empty,empty,empty
511,512,800,0.08,3,0.5,1.0,1.0,3,1,1894.48 +/- 267.2,0.27 +/- 0.01,2715.06 +/- 378.35,2022-01-26 18:59:17
512,513,800,0.08,3,0.5,1.0,1.0,5,0,empty,empty,empty,empty
513,514,800,0.08,3,0.75,0.5,0.5,1,0,empty,empty,empty,empty
514,515,800,0.08,3,0.75,0.5,0.5,3,0,empty,empty,empty,empty
515,516,800,0.08,3,0.75,0.5,0.5,5,0,empty,empty,empty,empty
516,517,800,0.08,3,0.75,0.5,0.75,1,0,empty,empty,empty,empty
517,518,800,0.08,3,0.75,0.5,0.75,3,0,empty,empty,empty,empty
518,519,800,0.08,3,0.75,0.5,0.75,5,0,empty,empty,empty,empty
519,520,800,0.08,3,0.75,0.5,1.0,1,0,empty,empty,empty,empty
520,521,800,0.08,3,0.75,0.5,1.0,3,0,empty,empty,empty,empty
521,522,800,0.08,3,0.75,0.5,1.0,5,0,empty,empty,empty,empty
522,523,800,0.08,3,0.75,0.75,0.5,1,0,empty,empty,empty,empty
523,524,800,0.08,3,0.75,0.75,0.5,3,0,empty,empty,empty,empty
524,525,800,0.08,3,0.75,0.75,0.5,5,0,empty,empty,empty,empty
525,526,800,0.08,3,0.75,0.75,0.75,1,0,empty,empty,empty,empty
526,527,800,0.08,3,0.75,0.75,0.75,3,0,empty,empty,empty,empty
527,528,800,0.08,3,0.75,0.75,0.75,5,1,1886.73 +/- 254.64,0.26 +/- 0.01,2708.56 +/- 369.44,2022-01-27 11:54:03
528,529,800,0.08,3,0.75,0.75,1.0,1,0,empty,empty,empty,empty
529,530,800,0.08,3,0.75,0.75,1.0,3,0,empty,empty,empty,empty
530,531,800,0.08,3,0.75,0.75,1.0,5,0,empty,empty,empty,empty
531,532,800,0.08,3,0.75,1.0,0.5,1,0,empty,empty,empty,empty
532,533,800,0.08,3,0.75,1.0,0.5,3,0,empty,empty,empty,empty
533,534,800,0.08,3,0.75,1.0,0.5,5,0,empty,empty,empty,empty
534,535,800,0.08,3,0.75,1.0,0.75,1,0,empty,empty,empty,empty
535,536,800,0.08,3,0.75,1.0,0.75,3,0,empty,empty,empty,empty
536,537,800,0.08,3,0.75,1.0,0.75,5,0,empty,empty,empty,empty
537,538,800,0.08,3,0.75,1.0,1.0,1,0,empty,empty,empty,empty
538,539,800,0.08,3,0.75,1.0,1.0,3,0,empty,empty,empty,empty
539,540,800,0.08,3,0.75,1.0,1.0,5,1,1889.09 +/- 263.06,0.27 +/- 0.01,2710.16 +/- 377.25,2022-01-26 18:28:58
540,541,800,0.08,3,1.0,0.5,0.5,1,0,empty,empty,empty,empty
541,542,800,0.08,3,1.0,0.5,0.5,3,0,empty,empty,empty,empty
542,543,800,0.08,3,1.0,0.5,0.5,5,0,empty,empty,empty,empty
543,544,800,0.08,3,1.0,0.5,0.75,1,0,empty,empty,empty,empty
544,545,800,0.08,3,1.0,0.5,0.75,3,0,empty,empty,empty,empty
545,546,800,0.08,3,1.0,0.5,0.75,5,0,empty,empty,empty,empty
546,547,800,0.08,3,1.0,0.5,1.0,1,0,empty,empty,empty,empty
547,548,800,0.08,3,1.0,0.5,1.0,3,0,empty,empty,empty,empty
548,549,800,0.08,3,1.0,0.5,1.0,5,0,empty,empty,empty,empty
549,550,800,0.08,3,1.0,0.75,0.5,1,0,empty,empty,empty,empty
550,551,800,0.08,3,1.0,0.75,0.5,3,0,empty,empty,empty,empty
551,552,800,0.08,3,1.0,0.75,0.5,5,0,empty,empty,empty,empty
552,553,800,0.08,3,1.0,0.75,0.75,1,0,empty,empty,empty,empty
553,554,800,0.08,3,1.0,0.75,0.75,3,0,empty,empty,empty,empty
554,555,800,0.08,3,1.0,0.75,0.75,5,0,empty,empty,empty,empty
555,556,800,0.08,3,1.0,0.75,1.0,1,0,empty,empty,empty,empty
556,557,800,0.08,3,1.0,0.75,1.0,3,0,empty,empty,empty,empty
557,558,800,0.08,3,1.0,0.75,1.0,5,0,empty,empty,empty,empty
558,559,800,0.08,3,1.0,1.0,0.5,1,0,empty,empty,empty,empty
559,560,800,0.08,3,1.0,1.0,0.5,3,0,empty,empty,empty,empty
560,561,800,0.08,3,1.0,1.0,0.5,5,0,empty,empty,empty,empty
561,562,800,0.08,3,1.0,1.0,0.75,1,0,empty,empty,empty,empty
562,563,800,0.08,3,1.0,1.0,0.75,3,0,empty,empty,empty,empty
563,564,800,0.08,3,1.0,1.0,0.75,5,0,empty,empty,empty,empty
564,565,800,0.08,3,1.0,1.0,1.0,1,0,empty,empty,empty,empty
565,566,800,0.08,3,1.0,1.0,1.0,3,0,empty,empty,empty,empty
566,567,800,0.08,3,1.0,1.0,1.0,5,0,empty,empty,empty,empty
567,568,800,0.08,6,0.5,0.5,0.5,1,0,empty,empty,empty,empty
568,569,800,0.08,6,0.5,0.5,0.5,3,0,empty,empty,empty,empty
569,570,800,0.08,6,0.5,0.5,0.5,5,0,empty,empty,empty,empty
570,571,800,0.08,6,0.5,0.5,0.75,1,0,empty,empty,empty,empty
571,572,800,0.08,6,0.5,0.5,0.75,3,0,empty,empty,empty,empty
572,573,800,0.08,6,0.5,0.5,0.75,5,0,empty,empty,empty,empty
573,574,800,0.08,6,0.5,0.5,1.0,1,0,empty,empty,empty,empty
574,575,800,0.08,6,0.5,0.5,1.0,3,1,1546.47 +/- 225.7,0.21 +/- 0.02,2233.92 +/- 320.33,2022-01-27 08:40:49
575,576,800,0.08,6,0.5,0.5,1.0,5,0,empty,empty,empty,empty
576,577,800,0.08,6,0.5,0.75,0.5,1,0,empty,empty,empty,empty
577,578,800,0.08,6,0.5,0.75,0.5,3,0,empty,empty,empty,empty
578,579,800,0.08,6,0.5,0.75,0.5,5,0,empty,empty,empty,empty
579,580,800,0.08,6,0.5,0.75,0.75,1,0,empty,empty,empty,empty
580,581,800,0.08,6,0.5,0.75,0.75,3,0,empty,empty,empty,empty
581,582,800,0.08,6,0.5,0.75,0.75,5,0,empty,empty,empty,empty
582,583,800,0.08,6,0.5,0.75,1.0,1,1,1556.19 +/- 220.31,0.22 +/- 0.02,2245.88 +/- 301.19,2022-01-27 09:21:08
583,584,800,0.08,6,0.5,0.75,1.0,3,0,empty,empty,empty,empty
584,585,800,0.08,6,0.5,0.75,1.0,5,0,empty,empty,empty,empty
585,586,800,0.08,6,0.5,1.0,0.5,1,0,empty,empty,empty,empty
586,587,800,0.08,6,0.5,1.0,0.5,3,0,empty,empty,empty,empty
587,588,800,0.08,6,0.5,1.0,0.5,5,0,empty,empty,empty,empty
588,589,800,0.08,6,0.5,1.0,0.75,1,0,empty,empty,empty,empty
589,590,800,0.08,6,0.5,1.0,0.75,3,0,empty,empty,empty,empty
590,591,800,0.08,6,0.5,1.0,0.75,5,0,empty,empty,empty,empty
591,592,800,0.08,6,0.5,1.0,1.0,1,0,empty,empty,empty,empty
592,593,800,0.08,6,0.5,1.0,1.0,3,0,empty,empty,empty,empty
593,594,800,0.08,6,0.5,1.0,1.0,5,0,empty,empty,empty,empty
594,595,800,0.08,6,0.75,0.5,0.5,1,0,empty,empty,empty,empty
595,596,800,0.08,6,0.75,0.5,0.5,3,1,1585.11 +/- 225.17,0.22 +/- 0.01,2293.75 +/- 320.97,2022-01-28 08:40:12
596,597,800,0.08,6,0.75,0.5,0.5,5,0,empty,empty,empty,empty
597,598,800,0.08,6,0.75,0.5,0.75,1,0,empty,empty,empty,empty
598,599,800,0.08,6,0.75,0.5,0.75,3,0,empty,empty,empty,empty
599,600,800,0.08,6,0.75,0.5,0.75,5,0,empty,empty,empty,empty
600,601,800,0.08,6,0.75,0.5,1.0,1,0,empty,empty,empty,empty
601,602,800,0.08,6,0.75,0.5,1.0,3,0,empty,empty,empty,empty
602,603,800,0.08,6,0.75,0.5,1.0,5,0,empty,empty,empty,empty
603,604,800,0.08,6,0.75,0.75,0.5,1,0,empty,empty,empty,empty
604,605,800,0.08,6,0.75,0.75,0.5,3,0,empty,empty,empty,empty
605,606,800,0.08,6,0.75,0.75,0.5,5,0,empty,empty,empty,empty
606,607,800,0.08,6,0.75,0.75,0.75,1,0,empty,empty,empty,empty
607,608,800,0.08,6,0.75,0.75,0.75,3,0,empty,empty,empty,empty
608,609,800,0.08,6,0.75,0.75,0.75,5,0,empty,empty,empty,empty
609,610,800,0.08,6,0.75,0.75,1.0,1,0,empty,empty,empty,empty
610,611,800,0.08,6,0.75,0.75,1.0,3,0,empty,empty,empty,empty
611,612,800,0.08,6,0.75,0.75,1.0,5,0,empty,empty,empty,empty
612,613,800,0.08,6,0.75,1.0,0.5,1,0,empty,empty,empty,empty
613,614,800,0.08,6,0.75,1.0,0.5,3,0,empty,empty,empty,empty
614,615,800,0.08,6,0.75,1.0,0.5,5,0,empty,empty,empty,empty
615,616,800,0.08,6,0.75,1.0,0.75,1,0,empty,empty,empty,empty
616,617,800,0.08,6,0.75,1.0,0.75,3,0,empty,empty,empty,empty
617,618,800,0.08,6,0.75,1.0,0.75,5,0,empty,empty,empty,empty
618,619,800,0.08,6,0.75,1.0,1.0,1,0,empty,empty,empty,empty
619,620,800,0.08,6,0.75,1.0,1.0,3,1,1571.48 +/- 246.52,0.22 +/- 0.02,2268.97 +/- 343.78,2022-01-28 10:19:47
620,621,800,0.08,6,0.75,1.0,1.0,5,0,empty,empty,empty,empty
621,622,800,0.08,6,1.0,0.5,0.5,1,0,empty,empty,empty,empty
622,623,800,0.08,6,1.0,0.5,0.5,3,0,empty,empty,empty,empty
623,624,800,0.08,6,1.0,0.5,0.5,5,0,empty,empty,empty,empty
624,625,800,0.08,6,1.0,0.5,0.75,1,0,empty,empty,empty,empty
625,626,800,0.08,6,1.0,0.5,0.75,3,1,1578.27 +/- 216.12,0.22 +/- 0.01,2279.16 +/- 296.29,2022-01-27 12:30:56
626,627,800,0.08,6,1.0,0.5,0.75,5,0,empty,empty,empty,empty
627,628,800,0.08,6,1.0,0.5,1.0,1,0,empty,empty,empty,empty
628,629,800,0.08,6,1.0,0.5,1.0,3,1,1586.83 +/- 220.43,0.22 +/- 0.02,2291.18 +/- 302.14,2022-01-27 01:19:32
629,630,800,0.08,6,1.0,0.5,1.0,5,0,empty,empty,empty,empty
630,631,800,0.08,6,1.0,0.75,0.5,1,0,empty,empty,empty,empty
631,632,800,0.08,6,1.0,0.75,0.5,3,0,empty,empty,empty,empty
632,633,800,0.08,6,1.0,0.75,0.5,5,0,empty,empty,empty,empty
633,634,800,0.08,6,1.0,0.75,0.75,1,0,empty,empty,empty,empty
634,635,800,0.08,6,1.0,0.75,0.75,3,0,empty,empty,empty,empty
635,636,800,0.08,6,1.0,0.75,0.75,5,0,empty,empty,empty,empty
636,637,800,0.08,6,1.0,0.75,1.0,1,0,empty,empty,empty,empty
637,638,800,0.08,6,1.0,0.75,1.0,3,0,empty,empty,empty,empty
638,639,800,0.08,6,1.0,0.75,1.0,5,0,empty,empty,empty,empty
639,640,800,0.08,6,1.0,1.0,0.5,1,0,empty,empty,empty,empty
640,641,800,0.08,6,1.0,1.0,0.5,3,0,empty,empty,empty,empty
641,642,800,0.08,6,1.0,1.0,0.5,5,0,empty,empty,empty,empty
642,643,800,0.08,6,1.0,1.0,0.75,1,0,empty,empty,empty,empty
643,644,800,0.08,6,1.0,1.0,0.75,3,1,1578.27 +/- 216.12,0.22 +/- 0.01,2279.16 +/- 296.29,2022-01-28 06:25:08
644,645,800,0.08,6,1.0,1.0,0.75,5,0,empty,empty,empty,empty
645,646,800,0.08,6,1.0,1.0,1.0,1,0,empty,empty,empty,empty
646,647,800,0.08,6,1.0,1.0,1.0,3,0,empty,empty,empty,empty
647,648,800,0.08,6,1.0,1.0,1.0,5,0,empty,empty,empty,empty
648,649,800,0.08,9,0.5,0.5,0.5,1,0,empty,empty,empty,empty
649,650,800,0.08,9,0.5,0.5,0.5,3,0,empty,empty,empty,empty
