,id,n_estimatores,learning_rate,max_depth,subsample,colsample_bytee,colsample_bynode,min_child_weight,runned,MAE,MAPE,RMSE,DATE
2071,2072,2100,0.08,6,0.75,1.0,0.5,3,0,empty,empty,empty,empty
2072,2073,2100,0.08,6,0.75,1.0,0.5,5,0,empty,empty,empty,empty
2073,2074,2100,0.08,6,0.75,1.0,0.75,1,0,empty,empty,empty,empty
2074,2075,2100,0.08,6,0.75,1.0,0.75,3,1,1565.8 +/- 200.84,0.22 +/- 0.01,2263.34 +/- 278.04,2022-01-27 09:30:31
2075,2076,2100,0.08,6,0.75,1.0,0.75,5,0,empty,empty,empty,empty
2076,2077,2100,0.08,6,0.75,1.0,1.0,1,0,empty,empty,empty,empty
2077,2078,2100,0.08,6,0.75,1.0,1.0,3,0,empty,empty,empty,empty
2078,2079,2100,0.08,6,0.75,1.0,1.0,5,0,empty,empty,empty,empty
2079,2080,2100,0.08,6,1.0,0.5,0.5,1,0,empty,empty,empty,empty
2080,2081,2100,0.08,6,1.0,0.5,0.5,3,0,empty,empty,empty,empty
2081,2082,2100,0.08,6,1.0,0.5,0.5,5,0,empty,empty,empty,empty
2082,2083,2100,0.08,6,1.0,0.5,0.75,1,1,1581.02 +/- 224.61,0.22 +/- 0.02,2280.39 +/- 302.85,2022-01-27 05:30:06
2083,2084,2100,0.08,6,1.0,0.5,0.75,3,0,empty,empty,empty,empty
2084,2085,2100,0.08,6,1.0,0.5,0.75,5,0,empty,empty,empty,empty
2085,2086,2100,0.08,6,1.0,0.5,1.0,1,0,empty,empty,empty,empty
2086,2087,2100,0.08,6,1.0,0.5,1.0,3,0,empty,empty,empty,empty
2087,2088,2100,0.08,6,1.0,0.5,1.0,5,0,empty,empty,empty,empty
2088,2089,2100,0.08,6,1.0,0.75,0.5,1,0,empty,empty,empty,empty
2089,2090,2100,0.08,6,1.0,0.75,0.5,3,0,empty,empty,empty,empty
2090,2091,2100,0.08,6,1.0,0.75,0.5,5,1,1599.7 +/- 219.31,0.22 +/- 0.02,2310.54 +/- 288.49,2022-01-27 10:39:56
2091,2092,2100,0.08,6,1.0,0.75,0.75,1,0,empty,empty,empty,empty
2092,2093,2100,0.08,6,1.0,0.75,0.75,3,0,empty,empty,empty,empty
2093,2094,2100,0.08,6,1.0,0.75,0.75,5,0,empty,empty,empty,empty
2094,2095,2100,0.08,6,1.0,0.75,1.0,1,0,empty,empty,empty,empty
2095,2096,2100,0.08,6,1.0,0.75,1.0,3,0,empty,empty,empty,empty
2096,2097,2100,0.08,6,1.0,0.75,1.0,5,0,empty,empty,empty,empty
2097,2098,2100,0.08,6,1.0,1.0,0.5,1,0,empty,empty,empty,empty
2098,2099,2100,0.08,6,1.0,1.0,0.5,3,1,1599.04 +/- 219.03,0.22 +/- 0.02,2310.15 +/- 288.22,2022-01-27 13:08:06
2099,2100,2100,0.08,6,1.0,1.0,0.5,5,0,empty,empty,empty,empty
2100,2101,2100,0.08,6,1.0,1.0,0.75,1,0,empty,empty,empty,empty
2101,2102,2100,0.08,6,1.0,1.0,0.75,3,0,empty,empty,empty,empty
2102,2103,2100,0.08,6,1.0,1.0,0.75,5,0,empty,empty,empty,empty
2103,2104,2100,0.08,6,1.0,1.0,1.0,1,0,empty,empty,empty,empty
2104,2105,2100,0.08,6,1.0,1.0,1.0,3,0,empty,empty,empty,empty
2105,2106,2100,0.08,6,1.0,1.0,1.0,5,0,empty,empty,empty,empty
2106,2107,2100,0.08,9,0.5,0.5,0.5,1,1,1224.99 +/- 222.08,0.17 +/- 0.02,1773.15 +/- 325.75,2022-01-27 15:41:23
2107,2108,2100,0.08,9,0.5,0.5,0.5,3,0,empty,empty,empty,empty
2108,2109,2100,0.08,9,0.5,0.5,0.5,5,0,empty,empty,empty,empty
2109,2110,2100,0.08,9,0.5,0.5,0.75,1,0,empty,empty,empty,empty
2110,2111,2100,0.08,9,0.5,0.5,0.75,3,0,empty,empty,empty,empty
2111,2112,2100,0.08,9,0.5,0.5,0.75,5,0,empty,empty,empty,empty
2112,2113,2100,0.08,9,0.5,0.5,1.0,1,0,empty,empty,empty,empty
2113,2114,2100,0.08,9,0.5,0.5,1.0,3,0,empty,empty,empty,empty
2114,2115,2100,0.08,9,0.5,0.5,1.0,5,0,empty,empty,empty,empty
2115,2116,2100,0.08,9,0.5,0.75,0.5,1,0,empty,empty,empty,empty
2116,2117,2100,0.08,9,0.5,0.75,0.5,3,0,empty,empty,empty,empty
2117,2118,2100,0.08,9,0.5,0.75,0.5,5,0,empty,empty,empty,empty
2118,2119,2100,0.08,9,0.5,0.75,0.75,1,0,empty,empty,empty,empty
2119,2120,2100,0.08,9,0.5,0.75,0.75,3,0,empty,empty,empty,empty
2120,2121,2100,0.08,9,0.5,0.75,0.75,5,0,empty,empty,empty,empty
2121,2122,2100,0.08,9,0.5,0.75,1.0,1,0,empty,empty,empty,empty
2122,2123,2100,0.08,9,0.5,0.75,1.0,3,0,empty,empty,empty,empty
2123,2124,2100,0.08,9,0.5,0.75,1.0,5,0,empty,empty,empty,empty
2124,2125,2100,0.08,9,0.5,1.0,0.5,1,0,empty,empty,empty,empty
2125,2126,2100,0.08,9,0.5,1.0,0.5,3,0,empty,empty,empty,empty
2126,2127,2100,0.08,9,0.5,1.0,0.5,5,1,1229.39 +/- 209.22,0.17 +/- 0.01,1783.27 +/- 305.7,2022-01-26 22:35:24
2127,2128,2100,0.08,9,0.5,1.0,0.75,1,0,empty,empty,empty,empty
2128,2129,2100,0.08,9,0.5,1.0,0.75,3,0,empty,empty,empty,empty
2129,2130,2100,0.08,9,0.5,1.0,0.75,5,0,empty,empty,empty,empty
2130,2131,2100,0.08,9,0.5,1.0,1.0,1,1,1217.09 +/- 218.24,0.17 +/- 0.02,1764.91 +/- 306.88,2022-01-27 00:19:27
2131,2132,2100,0.08,9,0.5,1.0,1.0,3,0,empty,empty,empty,empty
2132,2133,2100,0.08,9,0.5,1.0,1.0,5,0,empty,empty,empty,empty
2133,2134,2100,0.08,9,0.75,0.5,0.5,1,1,1256.51 +/- 210.72,0.17 +/- 0.01,1824.79 +/- 300.78,2022-01-27 03:48:53
2134,2135,2100,0.08,9,0.75,0.5,0.5,3,0,empty,empty,empty,empty
2135,2136,2100,0.08,9,0.75,0.5,0.5,5,0,empty,empty,empty,empty
2136,2137,2100,0.08,9,0.75,0.5,0.75,1,1,1233.07 +/- 216.79,0.17 +/- 0.02,1788.93 +/- 309.41,2022-01-27 13:33:23
2137,2138,2100,0.08,9,0.75,0.5,0.75,3,0,empty,empty,empty,empty
2138,2139,2100,0.08,9,0.75,0.5,0.75,5,0,empty,empty,empty,empty
2139,2140,2100,0.08,9,0.75,0.5,1.0,1,0,empty,empty,empty,empty
2140,2141,2100,0.08,9,0.75,0.5,1.0,3,0,empty,empty,empty,empty
2141,2142,2100,0.08,9,0.75,0.5,1.0,5,0,empty,empty,empty,empty
2142,2143,2100,0.08,9,0.75,0.75,0.5,1,0,empty,empty,empty,empty
2143,2144,2100,0.08,9,0.75,0.75,0.5,3,0,empty,empty,empty,empty
2144,2145,2100,0.08,9,0.75,0.75,0.5,5,0,empty,empty,empty,empty
2145,2146,2100,0.08,9,0.75,0.75,0.75,1,0,empty,empty,empty,empty
2146,2147,2100,0.08,9,0.75,0.75,0.75,3,0,empty,empty,empty,empty
2147,2148,2100,0.08,9,0.75,0.75,0.75,5,0,empty,empty,empty,empty
2148,2149,2100,0.08,9,0.75,0.75,1.0,1,0,empty,empty,empty,empty
2149,2150,2100,0.08,9,0.75,0.75,1.0,3,0,empty,empty,empty,empty
2150,2151,2100,0.08,9,0.75,0.75,1.0,5,0,empty,empty,empty,empty
2151,2152,2100,0.08,9,0.75,1.0,0.5,1,0,empty,empty,empty,empty
2152,2153,2100,0.08,9,0.75,1.0,0.5,3,0,empty,empty,empty,empty
2153,2154,2100,0.08,9,0.75,1.0,0.5,5,0,empty,empty,empty,empty
2154,2155,2100,0.08,9,0.75,1.0,0.75,1,0,empty,empty,empty,empty
2155,2156,2100,0.08,9,0.75,1.0,0.75,3,0,empty,empty,empty,empty
2156,2157,2100,0.08,9,0.75,1.0,0.75,5,0,empty,empty,empty,empty
2157,2158,2100,0.08,9,0.75,1.0,1.0,1,0,empty,empty,empty,empty
2158,2159,2100,0.08,9,0.75,1.0,1.0,3,0,empty,empty,empty,empty
2159,2160,2100,0.08,9,0.75,1.0,1.0,5,0,empty,empty,empty,empty
2160,2161,2100,0.08,9,1.0,0.5,0.5,1,0,empty,empty,empty,empty
2161,2162,2100,0.08,9,1.0,0.5,0.5,3,0,empty,empty,empty,empty
2162,2163,2100,0.08,9,1.0,0.5,0.5,5,0,empty,empty,empty,empty
2163,2164,2100,0.08,9,1.0,0.5,0.75,1,0,empty,empty,empty,empty
2164,2165,2100,0.08,9,1.0,0.5,0.75,3,0,empty,empty,empty,empty
2165,2166,2100,0.08,9,1.0,0.5,0.75,5,0,empty,empty,empty,empty
2166,2167,2100,0.08,9,1.0,0.5,1.0,1,0,empty,empty,empty,empty
2167,2168,2100,0.08,9,1.0,0.5,1.0,3,0,empty,empty,empty,empty
2168,2169,2100,0.08,9,1.0,0.5,1.0,5,0,empty,empty,empty,empty
2169,2170,2100,0.08,9,1.0,0.75,0.5,1,0,empty,empty,empty,empty
2170,2171,2100,0.08,9,1.0,0.75,0.5,3,1,1229.66 +/- 213.79,0.17 +/- 0.02,1781.53 +/- 304.64,2022-01-26 20:48:16
2171,2172,2100,0.08,9,1.0,0.75,0.5,5,0,empty,empty,empty,empty
2172,2173,2100,0.08,9,1.0,0.75,0.75,1,1,1241.62 +/- 209.99,0.17 +/- 0.02,1798.01 +/- 292.16,2022-01-26 21:13:33
2173,2174,2100,0.08,9,1.0,0.75,0.75,3,0,empty,empty,empty,empty
2174,2175,2100,0.08,9,1.0,0.75,0.75,5,0,empty,empty,empty,empty
2175,2176,2100,0.08,9,1.0,0.75,1.0,1,0,empty,empty,empty,empty
2176,2177,2100,0.08,9,1.0,0.75,1.0,3,0,empty,empty,empty,empty
2177,2178,2100,0.08,9,1.0,0.75,1.0,5,0,empty,empty,empty,empty
2178,2179,2100,0.08,9,1.0,1.0,0.5,1,0,empty,empty,empty,empty
2179,2180,2100,0.08,9,1.0,1.0,0.5,3,0,empty,empty,empty,empty
2180,2181,2100,0.08,9,1.0,1.0,0.5,5,0,empty,empty,empty,empty
2181,2182,2100,0.08,9,1.0,1.0,0.75,1,0,empty,empty,empty,empty
2182,2183,2100,0.08,9,1.0,1.0,0.75,3,0,empty,empty,empty,empty
2183,2184,2100,0.08,9,1.0,1.0,0.75,5,0,empty,empty,empty,empty
2184,2185,2100,0.08,9,1.0,1.0,1.0,1,0,empty,empty,empty,empty
2185,2186,2100,0.08,9,1.0,1.0,1.0,3,0,empty,empty,empty,empty
2186,2187,2100,0.08,9,1.0,1.0,1.0,5,0,empty,empty,empty,empty
